業績

コード,年度,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
4234,2025/03,29430148000,-34393000,88982000,237038000,23.12,1.18,0.63
4235,2025/12,20553000000,1621000000,-,786000000,49.66,4.46,2.04
4237,2025/03,10620871000,220113000,248644000,262848000,9.2,2.62,1.65
4238,2026/01,-,-,-,-,67.1,2.64,2.26
423A,2025/09,37022000000,1189000000,1275000000,912000000,30.53,7.46,3.64
4240,2025/03,1022740000,108729000,110879000,100655000,17.68,6.09,5.48
4241,2025/03,3201630000,80638000,64706000,40176000,9.09,2.34,0.86
4242,2025/03,44293000000,1163000000,1272000000,-2250000000,-807.92,-,-
4243,2025/09,4403000000,213371000,250750000,194094000,83.56,4.34,3.24
4245,2025/12,48321000000,1272000000,1301000000,461000000,34.77,4.78,1.21
4246,2025/03,168561000000,10004000000,9688000000,6498000000,91.35,7.44,4.2
4247,2025/03,3378056000,238593000,267967000,80503000,30.56,1.41,1.13
4248,2025/12,14491278000,991082000,1068658000,771051000,63.95,6.42,4.58
4249,2025/03,146174000000,4135000000,2204000000,-7814000000,-532.36,-,-
4250,2025/11,1686930000,123866000,118857000,81966000,59,15.23,8.59
4251,2025/12,20473325000,4286668000,4240006000,2268882000,122.08,9.51,7.33
4255,2025/12,4831327000,197155000,215620000,174505000,83.34,32.26,5.21
4256,2025/03,2241255000,237079000,227986000,112234000,19.23,3.39,2.31
4258,2025/12,5936430000,1051604000,1048861000,751735000,90.84,26.57,10.83
4259,2025/03,9811000000,23000000,2000000,-2576000000,-31.25,-,-
4260,2025/09,3024742000,28941000,-,18732000,1.64,0.88,0.48
4261,2025/12,4920288000,439411000,447539000,290954000,197.44,14.79,9.94
4262,2025/03,4938823000,1004031000,995013000,617746000,97.01,10.7,8.8
4263,2025/06,462988000,-299479000,-294673000,-298404000,-17.77,-,-
4264,2025/12,6840816000,326122000,299863000,187586000,34.3,6.41,3.57
4265,2025/03,602926000,-303135000,-295946000,-336333000,-74.59,-,-
4267,2025/01,3534661000,315479000,273983000,194074000,39.26,20.73,9.23
4268,2024/04,2862618000,101074000,94714000,67358000,6.28,9.97,6.86
4270,2026/02,-,-,-,-,202.36,14.78,7.81
4272,2025/03,222584000000,20401000000,22266000000,17508000000,107.17,6.54,4.68
4274,2025/03,2038992000,290729000,297936000,219802000,54.92,6.88,4.9
4275,2025/03,36914000000,3046000000,3320000000,2570000000,109.04,6.86,4.85
4284,2025/12,17359251000,1397151000,1413979000,839840000,37.89,12.77,6.75
4286,2025/12,39002067000,1404364000,-,629033000,58.13,8.02,2.55
4287,2026/01,-,-,-,-,43.01,12.94,11.7
4288,2025/03,2971173000,-205473000,-218318000,-440466000,-115.44,-,-
428A,2025/08,11288362000,765031000,-,436732000,34.27,18.69,3.79
4290,2025/03,63719802000,7961148000,8416861000,4870043000,38.28,10.58,6.8
4293,2025/12,30308899000,4238536000,-,3491390000,16.83,5.25,3.62
4295,2024/03,13738355000,-534557000,-564669000,-1096360000,-101.14,-,-
4298,2025/03,-,-,-,-,121.9,9.89,7.03
4299,2025/03,18066000000,1807000000,1821000000,1293000000,111.62,10.97,8.96
429A,2025/03,117974000000,28199000000,-,9945000000,107.76,8.55,5.93
4301,2025/03,68186000000,2798000000,2963000000,1648000000,99.26,4.78,2.71
4304,2025/03,11221980000,746503000,502060000,473517000,89.91,13.83,6.28
4307,2025/03,764813000000,134907000000,-,93762000000,163.56,21.6,10.1
4308,2025/03,11800312000,916482000,951622000,550856000,22.15,5.21,4.18
4310,2025/03,6183000000,257000000,297000000,170000000,19.35,1.31,1.07
4314,2024/12,236000000,0,0,-97000000,-61.93,-,-
4316,2025/03,1494314000,-182808000,-190333000,-179556000,-55.49,-,-
4317,2026/02,-,-,-,-,98.53,16.76,11.95
4318,2025/03,32501017000,4533486000,4611324000,3583562000,63.85,20.09,14.26
4319,2025/03,19196936000,725940000,736835000,467482000,25.78,7.51,2.23
431A,2025/12,-,-,-,-,112.83,20.76,12.11
4320,2025/09,15831137000,1411597000,1426759000,1557814000,98.85,18.76,12.22
4323,2025/03,29324949000,3188390000,3264090000,2443453000,99.24,16.55,10.67
4324,2025/12,-,-,-,-,-1262.03,-,-
4326,2025/06,65571087000,4241171000,4131017000,3505060000,91.83,10.58,7.47
4331,2025/12,35709000000,1622000000,1214000000,-76000000,-5.21,-,-
4333,2025/03,17342598000,1658698000,1627234000,1194944000,65.35,13.55,9.21
4334,2026/01,-,-,-,-,20.91,6.9,4.35
4335,2025/06,3732794000,363030000,358294000,271969000,110.29,16.52,9.34
4337,2025/03,45362000000,2636000000,2378000000,1591000000,104.01,21.99,1.56
4341,2025/03,19296000000,279000000,276000000,81000000,23.15,1.49,0.67
4343,2026/02,-,-,-,-,141.09,35.71,4.34
4344,2025/12,9274295000,-1308330000,-1243202000,-2128642000,-15.39,-,-
4345,2025/03,11821000000,3077000000,3162000000,2190000000,52.45,17.01,12.82
4346,2025/09,28433000000,1820000000,1742000000,922000000,70.88,21.3,3.78
4347,2025/03,15533925000,707020000,719576000,335267000,46.86,7.24,2.97
4348,2024/03,84453000000,9784000000,9893000000,6609000000,120.49,13.55,9.82
4349,2024/03,2670336000,314638000,313473000,259242000,898.35,15.48,6.28
4350,2025/03,122387000000,3154000000,3162000000,1262000000,43.18,7.76,1.79
4351,2025/12,2280554000,74076000,96284000,71270000,16.73,2.11,1.23
4356,2025/12,7454059000,1199878000,1278832000,914874000,160.23,14.63,11.12
4360,2025/03,9304000000,-342000000,-275000000,-895000000,-110.74,-,-
4361,2025/11,8814476000,426645000,404876000,298393000,245.11,9.52,3.36
4362,2025/03,35663736000,4895383000,5210718000,3870959000,172.07,8.04,6.47
4365,2025/03,43131000000,9281000000,9677000000,6830000000,2354.09,8.6,7.18
4366,2025/03,18644000000,848000000,819000000,820000000,25.46,5.52,3.37
4367,2025/03,20018256000,566258000,356244000,288382000,58.96,1.33,0.82
4368,2025/03,69501527000,16230508000,16561893000,11622785000,329.68,11.17,8.21
4369,2026/01,-,-,-,-,169.71,15.26,11.67
436A,2025/04,3126231000,1232568000,-,902661000,60.18,39.27,16.61
4370,2025/08,1854738000,90640000,81372000,90971000,15.29,6.63,4.08
4371,2025/12,20878460000,2201675000,2202799000,1501810000,89.8,29.7,17.54
4372,2025/12,3054570000,671214000,672905000,362640000,94.65,12.09,10.14
4373,2025/03,47394000000,10804000000,-,7781000000,33.46,15.94,9.85
4374,2025/12,3256436000,774392000,789875000,542126000,146.71,42.52,6.37
4375,2025/12,-,-,-,-,7.88,4.83,3.62
4376,2025/09,14110000000,522000000,501000000,-2347000000,-39.25,-,-
4377,2025/12,-,-,-,-,83.27,27.19,18.78
4378,2025/10,1824903000,-112744000,-106893000,-152586000,-49.93,-,-
4379,2025/12,3384833000,231162000,234360000,291784000,18.84,12.16,7.54
4380,2026/01,-,-,-,-,86.5,19.82,13.66
4381,2025/03,706256000,-207489000,-217402000,-298069000,-121.41,-,-
4382,2025/04,5929797000,306429000,228233000,-177709000,-11.79,-,-
4384,2025/07,61950000000,3819000000,3462000000,2702000000,46.55,18.72,6.1
4385,2025/06,192633000000,27840000000,-,26114000000,159.05,26.31,4.8
4386,2025/03,8769202000,583753000,653750000,480567000,84.73,19.6,8.26
4387,2025/03,2993718000,14466000,54957000,120104000,25.29,9.09,1.25
4388,2025/03,1486037000,109035000,130185000,-15689000,-2.68,-,-
4389,2025/03,3320014000,936584000,938611000,634460000,54.1,16.48,13.12
438A,2025/03,7174418000,143189000,107626000,74724000,4,3.1,1.43
4390,2025/03,15264000000,4413000000,4073000000,2544000000,197.1,16.69,6.05
4391,2025/06,2177041000,408053000,409662000,283173000,87.91,13.01,10.99
4392,2025/12,13318000000,834000000,826000000,783000000,25.82,8.97,5.01
4393,2025/09,12366000000,2154000000,2185000000,1351000000,339.93,23.23,17.01
4394,2025/11,1386816000,189955000,194194000,127466000,42.24,7.63,6.86
4395,2025/12,8791215000,529660000,525873000,307771000,46.45,8.94,4.34
4396,2025/06,26938147000,2218649000,2244136000,1457638000,70.72,24.25,10.7
4397,2025/08,4922684000,269831000,277869000,362659000,22.01,22.47,8.11
4398,2025/06,6103956000,257905000,251262000,142725000,32.42,6.77,3.76
4401,2025/03,407145000000,41010000000,39346000000,25019000000,245.55,8.43,4.61
4403,2025/03,238310000000,45308000000,46572000000,36497000000,153.88,13.1,10.22
4404,2025/12,59474000000,1960000000,1913000000,9616000000,943.07,22.56,11.43
4406,2025/03,32703000000,829000000,1195000000,522000000,14,2.94,1.39
4409,2025/03,53613000000,1815000000,1753000000,1543000000,73.38,7.35,2.27
440A,2024/10,10473530000,1780797000,1535844000,1006139000,63.33,46.42,12.18
4410,2025/03,101006000000,2083000000,1330000000,763000000,31.46,2.04,0.76
4412,2025/08,1654620000,107256000,92700000,112172000,14.32,8.05,5.4
4413,2026/02,-,-,-,-,79.07,31.83,17.52
4414,2025/03,7949168000,1085310000,1081232000,720787000,118.81,26.48,17.17
4415,2025/12,-,-,-,-,68.01,25.59,3.86
4416,2025/03,1554285000,48468000,49166000,13231000,2.76,1.22,0.97
4417,2025/03,8801647000,1615034000,1562981000,1010077000,67.24,32.81,12.41
4418,2025/06,23055669000,581552000,524187000,345677000,25.35,9.13,4.33
4419,2025/03,7702356000,950126000,943385000,659714000,13,7.37,3.47
441A,2025/04,3925256000,1517563000,1524630000,940109000,58.76,26.73,22.25
4420,2025/12,12129822000,815111000,863967000,598072000,31.18,10.13,7.3
4421,2025/09,7222984000,356984000,359800000,256229000,88.12,15.66,8.24
4422,2025/07,690858000,-73387000,-73687000,-82265000,-9.64,-,-
4424,2025/09,2843175000,-361169000,-357578000,-372270000,-56.6,-,-
4425,2025/03,517549000,-800595000,-743274000,-801723000,-72.85,-,-
4427,2025/09,6229675000,391647000,450090000,16404000,1.61,1.21,0.45
4428,2025/12,2040717000,309231000,311870000,217039000,34.79,11.43,8.9
4429,2026/02,-,-,-,-,58.52,7.93,2.73
442A,2025/10,3631916000,164981000,138632000,169892000,129.24,12.02,7.06
4430,2025/05,10680090000,1120485000,1147242000,813368000,170.15,13.43,7.24
4431,2025/04,11066132000,2375384000,2362807000,1645184000,85.46,21.44,15.07
4432,2026/02,-,-,-,-,187.57,13.83,8.84
4433,2025/08,63596000000,2495000000,2504000000,853000000,47.81,4.91,2.09
4434,2026/02,-,-,-,-,-78.2,-,-
4435,2025/03,9517000000,536000000,301000000,295000000,25.33,11.45,3.89
4436,2025/03,10548910000,-1911248000,-1993227000,-5525955000,-368.79,-,-
4437,2025/03,8805273000,605132000,550688000,337706000,49.69,11.13,6.1
4438,2025/12,635724000,-452827000,-454737000,-539688000,-65.21,-,-
4439,2025/08,29070434000,3292660000,3383606000,2432598000,81.34,24.89,14.67
4440,2025/08,4856610000,566563000,588597000,424218000,106.49,15.01,10.42
4441,2025/10,2805366000,898744000,907160000,625676000,61.59,24.11,11.63
4442,2025/03,10795074000,940888000,930789000,580570000,28.81,17.87,8.93
4443,2025/05,43202000000,2800000000,2743000000,424000000,3.36,2.84,0.88
4444,2025/03,2010575000,168888000,164904000,96293000,47.21,8.47,4.68
4445,2025/09,3592752000,503602000,473615000,314575000,235.94,18.32,9.45
4446,2025/07,4835406000,326968000,293521000,147986000,10.44,5.72,2.59
4447,2025/09,2634554000,124807000,127116000,85590000,14.12,7.43,4.7
4448,2025/12,9529226000,485065000,458084000,215051000,5.14,10.75,3.22
4449,2025/12,14149000000,2603000000,2208000000,935000000,31.49,11.04,2.09
4450,2025/12,8099962000,713170000,703020000,388089000,127.5,10.87,5.94
4452,2025/12,1688633000000,164069000000,-,120081000000,260.3,11.28,6.4
4461,2025/03,73255000000,5351000000,5737000000,2585000000,269.99,6.67,2.66
4462,2025/03,23630345000,3400888000,3456768000,2465418000,173.43,11.26,9.13
4463,2025/12,55705000000,3847000000,3849000000,2384000000,150.25,6.77,3.22
4464,2025/03,29742927000,4033888000,4229091000,2913761000,135.18,5.15,4.51
4465,2025/05,23714867000,1925108000,1953809000,1805495000,305.84,12.24,7.99
446A,2026/01,-,-,-,-,65.5,24.59,18.51
4471,2025/03,142258000000,8439000000,9670000000,4151000000,187.75,3.07,2.35
4475,2025/09,10923564000,1793451000,1853508000,1358412000,42.4,36.1,12.65
4476,2025/12,4151609000,370599000,366316000,165246000,43.95,8.9,5.36
4477,2025/12,20729000000,1686000000,1644000000,1826000000,15.86,12.51,3.16
4478,2025/06,33270601000,610972000,412709000,1370024000,23.28,7.02,2.6
4479,2025/09,4577997000,447263000,475297000,407256000,31.95,7.57,5.47
4480,2025/12,36786000000,2150000000,2202000000,975000000,30.6,6.59,2.36
4481,2025/12,21787441000,5749844000,5800303000,4221970000,229.31,29.63,22.31
4482,2025/12,6051801000,1302338000,1301351000,839094000,41.41,32.54,17.4
4483,2025/03,41722000000,8717000000,-,7275000000,111.33,9.32,5.09
4484,2025/03,4589136000,-,115374000,176882000,10.89,13.02,5.39
4485,2024/03,11519000000,868062000,-102000000,-200000000,-8.96,-,-
4486,2025/12,3514731000,560387000,561647000,410894000,52.05,18.34,11.82
4487,2025/12,2567755000,247030000,239227000,214019000,17.71,23.27,5.72
4488,2025/03,4399551000,385092000,405456000,-497022000,-125.76,-,-
4489,2024/03,-,-,-,-,62.57,8.04,5.05
4490,2026/02,-,-,-,-,96.23,51.23,11.01
4491,2025/03,7902467000,514121000,530556000,397887000,195.43,11.11,7.75
4492,2025/03,8124549000,693618000,683566000,421124000,36.81,17.52,5.89
4493,2025/12,5084678000,1102708000,1092120000,821903000,81.84,18.64,14.09
4494,2026/02,-,-,-,-,83.49,-,4.85
4495,2025/06,3749791000,905079000,877758000,558635000,109.62,21.82,12.59
4496,2025/03,3693315000,638411000,423446000,91594000,12.78,3.63,2.64
4498,2025/03,7442037000,-,1448380000,969684000,59.63,14.75,10.12
4499,2025/09,16435177000,-685717000,-661471000,-950660000,-84.88,-,-
4502,2025/03,4581551000000,342586000000,-,107928000000,68.36,1.56,0.76
4503,2025/03,1912323000000,41039000000,-,50747000000,28.35,3.35,1.52
4506,2025/03,398832000000,28804000000,-,23634000000,59.49,13.95,3.18
4507,2025/03,438268000000,156603000000,-,170435000000,200.36,12.51,11.1
4512,2025/03,7789462000,-457796000,-409238000,64440000,1.86,0.56,0.43
4516,2025/03,160232000000,35450000000,-,32558000000,483.4,13.18,11.48
4519,2025/12,1257941000000,598833000000,-,434012000000,263.73,21.42,17.58
4521,2025/03,94035000000,21034000000,21279000000,13945000000,365.42,9.14,7.32
4523,2025/03,789400000000,54378000000,-,46432000000,163.76,5.52,3.35
4524,2025/03,12766000000,804000000,870000000,547000000,133.76,4.5,3.06
4526,2025/03,95582000000,8724000000,9417000000,9388000000,310.06,11.86,8.31
4527,2025/03,308625000000,38939000000,39725000000,30841000000,135.38,11.73,7.06
4528,2025/03,486871000000,59747000000,-,50047000000,106.55,6.4,4.7
4530,2026/02,-,-,-,-,268.55,6.57,5.22
4531,2025/03,15128000000,1216000000,1139000000,896000000,41.37,6.84,3.33
4534,2025/03,105159000000,8126000000,8067000000,5685000000,160.36,4.35,3.55
4536,2025/03,300004000000,46880000000,-,36256000000,104,12.67,8.86
4538,2025/03,60563000000,4131000000,3780000000,-3288000000,-384.9,-,-
4539,2025/03,32570000000,606000000,443000000,294000000,81.48,1.53,0.59
4540,2025/03,181093000000,40125000000,42446000000,32428000000,427.14,10.79,6.98
4543,2025/03,1036171000000,157668000000,-,116978000000,79.01,8.55,6.4
4544,2025/03,243025000000,2640000000,4742000000,2761000000,48.59,2.02,0.99
4547,2025/03,88330000000,5773000000,6974000000,11961000000,274.2,5.72,4.9
4548,2025/03,39374000000,1333000000,1933000000,1214000000,22.25,1.66,1.45
4549,2025/03,40539000000,2999000000,3198000000,2228000000,64.82,5.15,3.57
4551,2024/12,60426000000,6798000000,6926000000,5042000000,179.37,4.15,3.58
4552,2025/03,33072000000,-6650000000,-7477000000,-4759000000,-38.43,-,-
4553,2025/03,259594000000,23242000000,26152000000,18986000000,385.7,11.06,4.03
4554,2025/09,51677000000,4990000000,4459000000,3000000000,122.93,6.4,3.21
4556,2025/03,5305569000,823598000,828192000,641019000,152.06,9.46,7.3
4558,2025/03,6306646000,106030000,117482000,45148000,4.24,1.79,0.89
4559,2025/03,87311137000,12197585000,12840865000,9936323000,225.42,11.1,6.24
4563,2025/12,874120000,-5145393000,-5288775000,-5123269000,-14.44,-,-
4564,2025/03,750048000,-797936000,-815046000,-815285000,-3.12,-,-
4565,2025/12,29615000000,-8462000000,-,-12530000000,-138.8,-,-
4566,2025/03,61438000,-656935000,1420545000,1084701000,8225.66,20.63,19.42
4568,2025/03,1886256000000,331925000000,-,295756000000,155.96,18.22,8.56
4569,2025/03,130087000000,12567000000,13219000000,9086000000,158.16,6.67,4.69
456A,2026/01,-,-,-,-,132.77,24.92,20.26
4570,2025/03,969533000,209345000,209861000,249047000,26.74,16.45,13.5
4571,2025/03,108516000,-755349000,-687546000,-835380000,-11.85,-,-
4572,2025/12,579057000,-2074972000,-2144861000,-2171470000,-113.62,-,-
4574,2025/12,6397000000,459000000,482000000,923000000,18.37,10.84,7.52
4575,2025/06,-,-1109563000,-1156668000,-1157918000,-61.14,-,-
4576,2025/12,387620000,-619870000,-630491000,-632087000,-13.19,-,-
4577,2025/05,50643000000,2619000000,2705000000,1908000000,62.72,3.67,2.45
4578,2025/12,2468892000000,479375000000,-,363150000000,685.06,11.97,8.65
4579,2025/12,3979956000,483719000,437949000,273115000,11.53,3.99,2.6
4582,2025/12,1307648000,-4440687000,-4647882000,-4776194000,-95.12,-,-
4583,2025/12,593290000,-979774000,-989127000,-982779000,-14.47,-,-
4584,2025/03,5082053000,27882000,5187000,-21140000,-0.52,-,-
4586,2025/12,128084000,-941999000,-937456000,-937373000,-17.44,-,-
4587,2025/12,18521234000,-5013195000,-,-3749204000,-28.99,-,-
4588,2025/12,28546000,-2024068000,-2051244000,-2058049000,-80,-,-
4591,2025/03,2107000,-1050589000,-1014861000,-1018939000,-25.21,-,-
4592,2026/01,-,-,-,-,-52.55,-,-
4593,2025/12,104000000,-3340000000,-,-2217000000,-20.59,-,-
4594,2025/03,1133000,-1160918000,-1147879000,-1151149000,-14.12,-,-
4595,2025/12,11260000000,4646000000,4736000000,3425000000,179.8,18.33,15.31
4596,2025/12,21335000,-894855000,-,-676253000,-10.59,-,-
4597,2025/12,429000000,-861000000,-,-876000000,-3.69,-,-
4598,2025/03,-,-1708224000,-1718662000,-1721164000,-195.58,-,-
4599,2025/07,-,-1971532000,-1970444000,-1929437000,-31.16,-,-
460A,2025/10,2122790000,331550000,328732000,241942000,60.49,58.43,19.84
4611,2025/03,72511000000,4716000000,5199000000,9437000000,331.39,14.51,7.08
4612,2025/12,1774231000000,257104000000,-,179800000000,76.66,9.97,4.48
4613,2025/03,588825000000,52050000000,49103000000,38306000000,202.02,14.23,5.1
4615,2025/03,20758000000,230000000,471000000,-59000000,-1.89,-,-
4616,2025/11,5932496000,54330000,96251000,72318000,72.64,2.17,0.83
4617,2025/03,131152000000,15381000000,16481000000,13721000000,276.77,16.43,9.48
4619,2025/03,66060000000,4456000000,6709000000,4942000000,227.22,8.6,5.8
4620,2025/03,55528332000,1305966000,2032594000,510806000,16.94,1.25,0.87
4623,2025/03,17151706000,865253000,943994000,701620000,190.46,4.96,3.26
4624,2025/03,8156880000,627555000,766708000,548827000,288,3.19,2.63
4625,2025/03,12348499000,350770000,365534000,228836000,43,2.21,1.52
4626,2025/03,119010000000,22067000000,21577000000,10780000000,96.59,10.47,5.61
4627,2025/10,22275001000,1398053000,1509411000,1137776000,150.62,4.66,3.67
4628,2025/03,106142000000,12444000000,14874000000,10729000000,795.55,6.56,5.61
4629,2025/03,34711178000,799309000,874970000,588158000,128.55,3.56,2.33
462A,2025/10,2501057000,213722000,211363000,395689000,17.35,8.17,7.29
4631,2025/12,1052194000000,52192000000,44250000000,32353000000,341.71,6.87,2.54
4633,2025/12,257668000000,15226000000,15364000000,11609000000,235.24,9.74,5.14
4634,2025/12,349979000000,20765000000,20888000000,10340000000,210.5,3.89,2.24
4635,2025/03,46806000000,1309000000,705000000,1180000000,88.96,3.98,2.32
4641,2025/12,52649756000,5397487000,5543385000,3981061000,202.72,19.54,13.58
4642,2025/12,8515210000,921797000,934157000,541343000,91.53,6.85,4.53
4644,2025/03,6486155000,458511000,924225000,603026000,62.63,5,4.47
4645,2026/02,-,-,-,-,77.27,25.5,4.69
4650,2025/03,4201829000,98111000,60639000,93821000,10.48,5.92,2.23
4651,2025/03,45352000000,2227000000,1950000000,1483000000,31.02,14.58,4.05
4657,2025/06,6099354000,109548000,94498000,7902000,1.66,0.34,0.15
4658,2025/03,64438000000,4191000000,4373000000,3102000000,89.96,12.02,6.39
4659,2025/03,33960587000,3032232000,3134403000,2104607000,249.63,8.41,6.85
4661,2025/03,679374000000,172111000000,173328000000,124160000000,75.62,12.7,8.63
