財務

コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
559A,2025/06,6061345000,3192868000,3184183000,2255253000,-,2235556000,530.03,52.7
5602,2025/03,151538000000,88678000000,75313000000,38704000000,18180000000,570000000,1446.19,57.9
5603,2025/03,33714000000,18048000000,11274000000,8768000000,6422000000,2410000000,4390.72,42.6
5607,2025/03,42278974000,29309030000,22862301000,20791120000,-,1446591000,1850.67,68.9
5609,2025/03,22325000000,11885000000,7160000000,4013000000,2710000000,1075000000,2464.97,53.2
5610,2024/12,-,-,-,-,-,-,2344.57,-
5612,2025/03,22221000000,9639000000,8374000000,6359000000,3550000000,2000000000,2887.95,41.8
5616,2025/12,1006971000,345802000,345802000,-4146000,50000000,200000000,142.86,34.3
5618,2025/12,3142268000,443968000,425948000,-180634000,329900000,1113236000,49.9,13.6
5619,2025/12,-,-,-,-,-,-,555.51,-
5621,2025/03,5887778000,4431379000,4409465000,2708073000,-,-,461.93,75.3
5631,2025/03,398122000000,195101000000,177149000000,154059000000,12473000000,19440000000,2596.73,48.5
5632,2025/03,138667000000,49851000000,44332000000,33723000000,22787000000,28224000000,2820.3,30.8
5644,2025/03,44261000000,26514000000,22564000000,18952000000,2319000000,2200000000,8083.46,53
5658,2025/03,72339141000,55375632000,46271643000,26112800000,1150000000,730000000,1101.4,71.6
5659,2025/03,55884000000,41904000000,39393000000,29228000000,257000000,-,1343.45,73.7
5660,2025/03,44081000000,24022000000,21664000000,5440000000,6044000000,4326000000,4064.54,54.5
5695,2025/03,15817476000,12783131000,12770073000,9834119000,-,-,4403.57,80.8
5697,2025/03,19296433000,10546724000,9847450000,6955997000,1430000000,282700000,1630.5,51.1
5698,2025/06,31299404000,17309889000,16819354000,14005015000,2890000000,3649178000,589.7,54
5699,2025/12,8105242000,5147578000,4914559000,4017178000,200000000,801694000,1558.35,63.2
5702,2025/03,163295000000,73712000000,61048000000,48315000000,59771000000,7309000000,1842.82,44.7
5703,2025/03,544307000000,250481000000,213131000000,148321000000,82313000000,85618000000,3790.12,42.8
5704,2025/12,2863023000,1647455000,1647455000,46385000,50000000,286934000,296.64,57.5
5706,2025/03,657944000000,340856000000,311921000000,252582000000,65211000000,43349000000,5798.05,50.4
5707,2025/03,99299000000,10082000000,-457000000,-32432000000,-,62500000000,742.54,10.2
5711,2025/03,2379409000000,693276000000,577714000000,379339000000,308345000000,184753000000,5183.33,28.5
5713,2025/03,3068622000000,2049386000000,1845737000000,1288853000000,193045000000,367258000000,6711.27,60.1
5714,2025/03,673537000000,416035000000,357302000000,301998000000,29986000000,12280000000,6690.26,59.2
5715,2025/03,257107000000,133572000000,108655000000,82385000000,4306000000,46728000000,3696.24,50.9
5721,2025/03,3006612000,2871007000,2870400000,172924000,-,-,20.28,95.5
5724,2025/09,13806370000,4925747000,4757273000,4016484000,202280000,4974326000,972.02,35.4
5726,2025/03,100925000000,42838000000,42838000000,25166000000,17200000000,26500000000,1164.12,42.4
5727,2025/03,124796000000,58347000000,58443000000,33535000000,32446000000,20584000000,819.82,46.8
5729,2025/03,20937553000,11932841000,11860730000,10412225000,2965100000,726400000,4875.95,57
5741,2025/03,970006000000,319588000000,290622000000,129594000000,147232000000,193503000000,1605.34,30
5742,2025/03,7369767000,3424798000,3396817000,3129408000,600000000,1015000000,628.57,46.5
5753,2025/03,16474000000,11909000000,11753000000,10285000000,1500000000,-,5572.29,72.3
5757,2025/03,86975000000,59038000000,51339000000,44517000000,8400000000,102000000,6137.58,60.1
5759,2024/03,23908111000,6724899000,6199861000,283160000,6711650000,5075910000,743.1,28.1
5801,2025/03,987016000000,373336000000,291491000000,198840000000,153296000000,111354000000,4844.94,34.6
5802,2025/03,4441629000000,2530437000000,1862933000000,1618695000000,314294000000,166365000000,2936.93,51.6
5803,2025/03,830307000000,435329000000,339755000000,272764000000,76886000000,50250000000,1476.96,49.1
5805,2025/03,210970000000,92130000000,70571000000,42088000000,46965000000,7199000000,2828.93,39.7
5809,2024/03,61119000000,51186000000,49290000000,40557000000,-,-,828.53,83.7
5816,2025/12,42051774000,28409117000,22291623000,18387494000,896410000,1177460000,2277.56,66
5817,2026/02,-,-,-,-,-,-,1004.9,-
5819,2025/12,21075153000,19048821000,17598796000,15577694000,-,-,2784.47,90.4
5820,2025/03,12728362000,6663340000,6271114000,3833398000,527052000,2120018000,1935.69,52.4
5821,2025/03,47106000000,38719000000,31596000000,30969000000,1168000000,1781000000,2625.01,82.2
5830,2025/03,9201585000000,802723000000,585224000000,558243000000,-,-,2717.76,8.7
5831,2025/03,15714861000000,1166953000000,983161000000,894055000000,-,-,2153.14,7.4
5832,2025/03,11045576000000,542366000000,527533000000,511855000000,-,-,3030.68,4.9
5834,2025/03,105777000000,25173000000,24971000000,19789000000,51000000000,4770000000,3189.22,23.8
5836,2024/12,5208348000,1308575000,1238482000,656481000,-,956816000,551.51,24.6
5838,2025/03,14748639000000,319117000000,315090000000,271931000000,-,-,1729.9,2
5842,2025/12,83303000000,62428000000,62422000000,48333000000,-,2107000000,1833.89,74.9
5843,2025/09,5337073000,2494744000,2494744000,1760122000,481000000,5512000,883.35,46.7
5844,2025/03,12161140000000,1083193000000,510997000000,458718000000,-,-,3734.1,8.9
5845,2025/03,22762000000,7193000000,7192000000,2039000000,900000000,-,276.16,31.6
5851,2025/12,343734000000,189550000000,135681000000,96583000000,29414000000,36667000000,5641.97,52.2
5852,2025/03,134094000000,51989000000,35395000000,18754000000,18288000000,13290000000,2091.47,38.7
5856,2025/03,6206589000,2933107000,2932790000,-475990000,789653000,432556000,26.92,47.3
5857,2025/03,490037000000,126349000000,126301000000,121679000000,246400000000,43462000000,1648.55,25.8
5858,2025/03,-,-,-,-,-,-,1181.8,-
5867,2025/12,2686445000,1825431000,1723999000,779820000,-,267527000,557.63,65.1
5868,2025/12,4997614000,2960196000,2901191000,1682495000,8887000,419148000,794.23,59.2
5869,2025/03,9314190000,7014190000,7013928000,6890866000,-,-,692.81,75.3
5870,2025/03,9916078000,3428627000,3427109000,735528000,750000000,651028000,643.02,34.6
5871,2025/12,15699000000,11328000000,11125000000,10072000000,-,-,2113.77,72.2
5884,2025/06,3096011000,1029058000,1024391000,-31418000,941646000,382945000,93.98,33.1
5885,2025/05,4608588000,2851916000,2848518000,1667124000,-,-,526.22,61.8
5888,2026/01,-,-,-,-,-,-,2288.41,-
5889,2026/01,-,-,-,-,-,-,753.6,-
5891,2025/12,9682844000,5163753000,5151761000,3147011000,-,1320594000,912.62,53.3
5892,2025/03,6565547000,2095198000,966874000,566683000,937400000,1657595000,205.86,14.7
5900,2026/02,-,-,-,-,-,-,2496.09,-
5901,2025/03,1202930000000,694915000000,530551000000,516892000000,75872000000,130420000000,4192.75,55.5
5902,2025/03,132323000000,62225000000,50166000000,29703000000,11110000000,25482000000,4671.05,43.4
5903,2025/06,8699206000,6921570000,6603951000,5773062000,20000000,410720000,1258.32,79.6
5905,2025/03,12966663000,5019990000,3148642000,2243942000,200000000,1972773000,3041.96,31.4
5906,2025/03,26284781000,16690068000,15023486000,9126233000,1280000000,1490284000,1133.92,63.5
5909,2025/03,102226000000,76282000000,73509000000,59503000000,-,-,2611.57,74.6
5911,2025/03,216179000000,129091000000,124858000000,111095000000,6000000000,16000000000,3228.99,59.7
5915,2025/03,69324000000,31826000000,27642000000,13920000000,4856000000,9160000000,6810.44,45.9
5918,2025/03,64177000000,43265000000,32789000000,34905000000,3000000000,1665000000,21004.69,67.4
5921,2025/09,34992000000,28956238000,27948376000,27278132000,-,-,10553.96,82.8
5922,2025/03,43642305000,29142359000,23737061000,23189180000,70000000,2799000000,24720.41,66.1
5923,2025/03,31129293000,20481829000,18549980000,9676633000,3400000000,3000000000,3552.84,65.8
5928,2025/03,11237731000,9187765000,7535955000,3149806000,-,-,879.56,81.8
5929,2025/03,534609000000,324192000000,256151000000,204938000000,7811000000,14252000000,1499.14,60.2
5930,2025/03,204982000000,113450000000,104183000000,78919000000,1212000000,2440000000,1592.11,55.3
5932,2025/05,300454000000,94804000000,69375000000,22706000000,7365000000,59697000000,2911.34,30.4
5933,2025/03,70883603000,31994615000,30199149000,19786769000,2680000000,15744662000,1608.77,45.1
5935,2024/03,11513661000,5420391000,4879851000,3739293000,1321400000,357200000,1432.3,47
5936,2025/03,18719922000,9493483000,9404225000,7243809000,1000000000,2136800000,1499.09,50.7
5938,2025/03,1830804000000,620070000000,617886000000,206637000000,190337000000,402209000000,2150.86,33.7
5939,2025/03,7564398000,4077115000,4022710000,3148125000,48000000,375000000,5232.63,53.9
5940,2025/03,84286000000,23591000000,19933000000,17422000000,13268000000,5606000000,1852.97,27.7
5941,2025/03,30466510000,20448189000,20519641000,17624782000,1800000000,-,3265.05,67.1
5942,2025/11,42957092000,22552810000,18223835000,15151860000,6234541000,3425760000,1143.22,51.6
5943,2025/12,237119000000,145029000000,99540000000,60940000000,5982000000,291000000,3058.36,59
5945,2025/03,40006731000,36767724000,29260987000,30427167000,-,-,4047.29,91.9
5946,2025/12,148076000000,137732000000,131563000000,121528000000,-,-,4050.67,93
5947,2025/03,606586000000,461718000000,356994000000,352932000000,-,-,2885.71,66.9
5949,2025/03,297286000000,153522000000,108890000000,89295000000,41725000000,15423000000,3008.5,44.8
5950,2025/12,5619974000,2317080000,2113024000,547627000,1502000000,332190000,161.15,40.9
5951,2025/03,31910403000,27939956000,27074137000,20597968000,-,-,1726.29,87.6
5952,2025/03,5231556000,1484715000,1484715000,835069000,1285797000,793082000,125.26,28.4
5953,2025/03,19421000000,9311000000,6304000000,3568000000,3250000000,25000000,11302.39,47.9
5955,2025/03,17931848000,12332211000,9995057000,3950739000,984537000,769993000,87.22,65.4
5956,2025/03,22205452000,14781102000,13424039000,11432261000,1854170000,-,1657.28,66.2
5957,2025/12,57673093000,41002483000,33984862000,29441150000,1714532000,962311000,1000.21,63
5958,2025/03,29895000000,20970000000,20312000000,18309000000,665000000,-,6658.67,70.1
5959,2025/12,85030000000,61906000000,54006000000,42382000000,1124000000,3352000000,1356.56,72.8
5962,2025/03,6844961000,4222910000,3478626000,2226773000,745280000,120929000,4396.08,61.7
5965,2025/12,45856303000,26438519000,22274955000,20097432000,30000000,2432964000,2007.18,57.4
5966,2025/03,16288997000,12253512000,11214090000,7736109000,900000000,-,5070.85,75.2
5967,2025/05,14531906000,11298788000,10356741000,9556164000,-,1401378000,492.38,77.8
5969,2025/03,8611431000,4841987000,4568676000,3279500000,1515870000,1333386000,2592.9,56.2
5970,2025/03,321386000000,212357000000,157811000000,131508000000,19605000000,21935000000,4626.06,61.6
5971,2025/04,18151978000,15656145000,14684776000,13918645000,-,-,12028.82,86.3
5973,2025/03,19094138000,10800513000,10537964000,8294743000,3330000000,665928000,1878.94,56.4
5974,2025/03,12449000000,5866000000,4487000000,2596000000,913000000,480000000,1656.91,43.3
5975,2025/03,371086000000,223257000000,195749000000,190288000000,-,21520000000,4338.25,59.2
5976,2025/03,83760000000,66329000000,51785000000,43850000000,1947000000,4846000000,1736.2,71.1
5979,2025/03,17565367000,15242536000,15236420000,12166997000,-,-,10707.45,86.8
5981,2025/03,87369000000,36685000000,22315000000,21180000000,18426000000,5243000000,2352.78,42
5982,2026/02,-,-,-,-,-,-,3288.38,-
5983,2025/03,25464106000,20252408000,17844855000,15268672000,208060000,502765000,17913.73,75.5
5984,2025/03,38469490000,30556144000,26805062000,22703611000,-,2996700000,2198.28,79.4
5985,2025/03,60175000000,26592000000,19733000000,13701000000,10373000000,3754000000,880.61,44.2
5986,2025/03,36525423000,14611016000,12106628000,8822524000,4945921000,1167603000,649.03,39.8
5987,2025/06,8676982000,5252204000,5164079000,3578896000,-,1085303000,3172.3,60.5
5988,2025/03,105464000000,91781000000,77571000000,77441000000,-,-,2642.6,85.8
5989,2025/03,178534000000,65541000000,64000000000,27840000000,41127000000,24217000000,2281.29,35.8
5990,2025/03,13356065000,10276143000,7774202000,4404091000,-,924423000,4364.54,76.9
5991,2025/03,696340000000,423172000000,325741000000,327545000000,27199000000,20015000000,1999.15,58.5
5992,2025/03,142907552000,81045550000,51546352000,29962755000,668500000,23087360000,3041.64,53.7
5993,2025/02,-,-,-,-,-,-,2565.12,-
5994,2025/03,47835024000,16993773000,10959891000,7197881000,10058296000,5118439000,3291.89,29.5
5997,2025/12,15701047000,9862448000,8951452000,6139339000,1950000000,-,2038.66,62.6
5998,2025/03,28505773000,8093444000,5761620000,4674197000,5920366000,4017240000,1969.08,28.4
6005,2025/03,439144000000,205291000000,203719000000,181039000000,-,-,1760.91,46.4
6013,2025/03,190919000000,109563000000,100569000000,89846000000,12086000000,-,1423.02,57
6016,2025/03,32960819000,13880775000,13563941000,9650058000,-,3578192000,1655.67,42.1
6018,2025/03,25000000000,14796530000,10774467000,9886569000,-,-,4560.75,59.1
6022,2025/03,14035000000,8959354000,7776552000,5746092000,469260000,679764000,6691.72,63.8
6023,2025/03,96107000000,44206000000,42766000000,49298000000,3743000000,10485000000,1738.31,45.9
6025,2025/08,2299864000,276217000,275275000,-240915000,190000000,594326000,158.78,12
6026,2024/12,2767000000,1222000000,1219000000,860000000,-,140000000,1150.61,44.2
6027,2025/03,11296992000,5438960000,5380969000,4356086000,250000000,1752492000,238.22,47.6
6028,2025/06,147366000000,81057000000,80079000000,68975000000,2000000000,8241000000,768.58,54.3
6029,2025/12,4127654000,1695991000,1685275000,-51235000,-,797947000,165.1,41.1
6030,2025/06,27461922000,9282219000,8988391000,3430344000,955242000,5657091000,1208.97,32.7
6031,2025/12,2984220000,920275000,919295000,406141000,-,892439000,44.8,30.7
6033,2025/03,8580111000,6208912000,5759631000,5118430000,650000000,-,1094.6,68.3
6034,2025/12,6477632000,4646586000,4645197000,3573623000,78184000,104412000,839.49,71.7
6035,2025/03,6900726000,5614027000,5620494000,4611893000,200000000,-,316.04,81.4
6036,2025/06,24826804000,18042145000,17987294000,17755720000,-,943105000,661.1,72.7
6037,2025/07,6122946000,5304785000,5273080000,5989342000,-,-,263.4,86.6
6038,2025/06,6252482000,4638432000,4316716000,2691597000,-,283640000,937.74,72.9
6039,2025/03,8753719000,4148527000,4148527000,3179791000,-,2847886000,321,47.4
6040,2025/07,13404943000,8702591000,8202285000,6248222000,-,2663438000,178.67,61.2
6042,2025/03,23367772000,13063390000,11220966000,10959801000,4519188000,3440178000,7004.66,55.8
6044,2025/05,9948182000,4812812000,4736893000,3158483000,84882000,238674000,746.67,48.4
6045,2025/03,10649516000,3578209000,3401327000,2681895000,3652132000,91992000,455.47,33.6
6046,2025/09,1120857000,810239000,810236000,615792000,-,99209000,43.23,72.3
6047,2025/05,13222000000,11283000000,10896000000,2919000000,-,225000000,464.56,84.4
6048,2024/08,3311585000,2857198000,2732468000,1552828000,-,58386000,193.37,86.3
6049,2025/10,9876599000,9215609000,9009199000,6677787000,-,-,447.54,91.9
6050,2025/09,13728333000,12053155000,12016237000,8705795000,-,-,1039.62,87.8
6054,2025/12,4733562000,4210000000,4158258000,3859839000,-,-,151.37,88.1
6055,2025/03,65702000000,54583000000,52855000000,50698000000,-,-,526.78,82.4
6058,2026/02,-,-,-,-,-,-,450.64,-
6059,2025/03,31060604000,14242203000,14198057000,10456262000,2412000000,7863835000,734.6,45.8
6060,2025/03,19199405000,8589570000,8455281000,6245119000,-,163200000,2464.62,44.7
6061,2025/06,17035905000,13448272000,13362465000,13900364000,1622000,-,1456.46,78.7
6062,2025/06,52414000000,20678000000,20650000000,15157000000,5787000000,6175000000,631.08,39.4
6063,2025/12,3813957000,1887310000,1664550000,1151633000,1080000000,-,737.9,48.7
6069,2025/03,8509361000,4363476000,4361734000,3130586000,1314220000,704878000,554.46,51.3
6070,2025/03,19878390000,14912900000,14712698000,14490479000,36000000,400032000,1242.97,74.2
6071,2025/12,32524682000,11923329000,10299961000,11047313000,2460000000,4727622000,268.79,31.3
6072,2025/03,1484415000,1193036000,1178819000,833096000,45842000,-,53.72,80.4
6073,2025/03,14346142000,9744926000,9812442000,11678120000,-,230310000,996.76,67.8
6074,2025/03,7520798000,3011136000,3008355000,2597530000,-,1911736000,747.99,40
6076,2025/11,31598000000,16461000000,16454000000,16877000000,2450000000,1342000000,1228.11,52.1
6078,2025/12,18219494000,6900367000,6638384000,3347377000,-,4664934000,257.42,37.7
6080,2025/09,55773891000,-,43283611000,-,-,-,1342.97,77.6
6081,2025/12,3251100000,1940674000,1950234000,-437022000,-,276149000,112.48,54.9
6082,2025/03,12996905000,8030381000,7323696000,6937694000,-,1038725000,820.98,61.8
6083,2025/05,13435059000,6384369000,6346607000,5657041000,250246000,1323085000,834.23,47.2
6085,2026/02,-,-,-,-,-,-,-19.45,-
6086,2026/02,-,-,-,-,-,-,245.56,-
6087,2025/09,9769086000,7405345000,6727370000,4686749000,10000000,-,1861.03,75.8
6088,2025/03,19740830000,14272037000,14239304000,12486582000,-,-,170.5,72.3
6089,2025/03,49923000000,17359000000,17392000000,15536000000,4003000000,2602000000,760.06,34.8
6090,2025/06,2374607000,1908597000,1914775000,585003000,100000000,-,332.14,79.6
6091,2025/07,21242306000,16255788000,15724879000,7083516000,-,-,1197.28,76.5
6092,2025/03,21195000000,9230000000,8840000000,4149000000,1788000000,6643000000,1128.5,43.1
6093,2026/02,-,-,-,-,-,-,79.89,-
6094,2025/09,40210208000,12143118000,10181054000,6012767000,6407843000,8074834000,603.88,26.1
6095,2024/09,15554738000,9451350000,9450400000,5238820000,10000000,2625072000,434.74,60.7
6096,2025/03,5891460000,1931754000,1897755000,846064000,-,1157128000,203.27,32.8
6098,2025/03,2772252000000,1627360000000,1617582000000,1606348000000,-,1011000000,1102.86,58.3
6099,2025/12,26295448000,14681563000,14464766000,13510874000,365474000,365827000,238.8,54.9
6101,2025/03,127306000000,84114000000,62897000000,39822000000,11524000000,-,1327.02,49.4
6103,2025/03,298168000000,238065000000,198355000000,156362000000,-,5000000000,3760.21,76.3
6104,2025/03,199607000000,117171000000,102613000000,82222000000,10135000000,-,4958.31,58.7
6111,2025/03,20012952000,14170769000,12580037000,6201964000,2100000000,-,5694.17,70.8
6113,2025/03,649891000000,523750000000,519212000000,323203000000,10954000000,-,1616.19,79.9
6118,2025/03,122862000000,83637000000,72885000000,58179000000,1620000000,1000000000,1451.98,68
6125,2025/03,66804000000,40563000000,37685000000,23256000000,5926000000,4115000000,6135.5,60.7
6131,2025/03,-,-,-,-,-,-,998.11,-
6134,2025/03,244289000000,218682000000,198125000000,204870000000,-,-,2461.35,89.5
6135,2025/03,367037000000,226650000000,188843000000,137760000000,8143000000,13000000000,9675.04,61.7
6136,2025/11,267699000000,193857000000,151481000000,151633000000,198000000,11631000000,2200.96,67.5
6137,2025/03,74735000000,45571000000,33396000000,27956000000,5037000000,548000000,2018.65,56.9
6138,2025/03,15955315000,7939070000,6748195000,1992369000,1523907000,2784186000,2671.63,49.8
6140,2025/03,76351000000,63579000000,55615000000,44783000000,234000000,2000000000,1200.52,80.7
6141,2025/12,868965000000,342155000000,340484000000,93738000000,65676000000,60000000000,2444.41,39.2
6142,2026/02,-,-,-,-,-,-,6500.15,-
6143,2025/12,155695000000,90592000000,69242000000,37981000000,4010000000,16921000000,1786.87,58.1
6144,2025/03,46411000000,30794000000,24341000000,19118000000,416000000,-,2038.4,66.4
6145,2025/03,60415000000,36603000000,32456000000,25343000000,-,6067000000,2156.75,60.2
6146,2025/03,654087000000,492703000000,477838000000,431718000000,-,-,4530.85,75.1
6147,2025/03,3943214000,1413117000,1306450000,224194000,1519996000,306676000,318.47,35.8
6149,2025/12,24856558000,18528421000,18241181000,16047469000,-,-,3238.34,74.5
6150,2025/05,7617423000,5216019000,5181588000,3433060000,400000000,573727000,5673.45,68.5
6151,2025/03,66605000000,58183000000,54875000000,51955000000,-,-,3108.37,87.3
6155,2025/03,21904000000,16282000000,14649000000,11218000000,890000000,767000000,1511.08,74.3
6156,2025/06,8058590000,7485347000,7281044000,6812323000,-,-,1491.04,92.9
6157,2025/03,19941910000,18415890000,18086307000,17347302000,-,-,731.24,91.4
6158,2025/03,12602755000,10355703000,10025566000,8632467000,50000000,364469000,1578.29,81.5
6159,2025/08,15564724000,13633362000,12638557000,14749838000,329300000,-,2899.11,87.4
6161,2025/03,12056684000,10570859000,9913572000,10133552000,-,-,1042.29,86.1
6165,2025/03,32970000000,22038000000,16949000000,9360000000,900000000,1278000000,799.76,66.7
6166,2025/03,5355110000,819763000,830654000,182569000,2040000000,279186000,73.51,15.1
6167,2025/03,25603000000,20748000000,19792000000,19686000000,28000000,-,1042.88,81
6171,2025/12,7352211000,5174747000,5096721000,2734979000,-,218613000,363.89,70.4
6173,2026/02,-,-,-,-,-,-,12.39,-
6176,2025/09,8791024000,6099194000,2699770000,2306218000,100000000,425605000,465.7,67.9
6177,2025/12,1226527000,918851000,897010000,-1897191000,36531000,44000000,35.91,73.1
6178,2025/03,297149653000000,15289540000000,8737569000000,5588795000000,-,-,3058.6,3.1
6180,2025/12,6311883000,3152089000,3131439000,1511623000,-,16811000,1733.18,49.6
6181,2025/03,3589579000,-694878000,-694878000,-845240000,705134000,1687576000,-26.39,-19.4
6182,2026/02,-,-,-,-,-,-,184.43,-
6183,2026/02,-,-,-,-,-,-,994.39,-
6184,2026/01,-,-,-,-,-,-,147.72,-
6185,2025/03,5963039000,3980110000,4002419000,556545000,-,63585000,272.81,66.7
6186,2025/03,20000834000,4376741000,4181247000,2152732000,4040000000,1255959000,793.8,21.9
6189,2025/09,20066000000,7714000000,7680000000,4350000000,550000000,5384000000,811.72,38.4
6190,2025/03,2285342000,1365406000,1326673000,-2032987000,100000000,220018000,333.49,59.1
6191,2025/09,32147000000,16509000000,15250000000,9737000000,-,-,679.56,47.4
6193,2025/03,3786502000,1773241000,1697510000,928212000,500000000,404640000,613.14,45.6
6194,2025/09,7217962000,5197089000,4351988000,1572401000,500000000,-,190.61,60.3
6195,2025/03,2145594000,1150323000,1154609000,621871000,100000000,30112000,74.58,53.8
6196,2025/09,24763151000,21474522000,21448815000,19824264000,-,-,1118.3,86.7
6197,2025/03,70097000000,22684000000,22563000000,17745000000,-,15160000000,245.81,32.4
6198,2025/09,4285683000,1833821000,1761909000,1761310000,742978000,171912000,207.52,41.1
6199,2025/08,13324336000,8902774000,8866675000,8912336000,-,-,668.83,66.6
6200,2025/09,16149441000,12487074000,12451441000,11379746000,-,-,148.7,77.3
6201,2025/03,9403481000000,5015246000000,4904686000000,2194100000000,497293000000,1232789000000,16273,52.2
6203,2025/03,34051000000,18736000000,15355000000,6736000000,3472000000,4366000000,1553.48,55
6208,2025/03,20839000000,5385789000,4525427000,2497474000,7510000000,1178320000,844.33,25.8
6209,2025/03,219045000000,154669000000,122506000000,95462000000,3772000000,13305000000,5402.42,66.3
6210,2025/03,30100000000,17657000000,15207000000,10383000000,2300000000,840000000,835.8,56.8
6217,2025/11,29361000000,2985000000,1019000000,-12488000000,10539000000,1590000000,445.56,9.7
6218,2025/03,29812000000,10379000000,5246000000,676000000,4314000000,3740000000,1646.2,34.8
6222,2025/03,99405000000,77740000000,65983000000,31615000000,8800000000,-,2251.01,78.2
6223,2025/12,48197000000,32224000000,27819000000,24581000000,3200000000,566000000,1615.9,66.6
6224,2026/02,-,-,-,-,-,-,451.89,-
6225,2025/07,4050186000,3279144000,3279144000,3211105000,-,-,1796.79,81
6226,2025/03,17190150000,11487397000,11341679000,9395410000,-,-,653.32,66.8
6227,2025/06,27373524000,10861129000,10646665000,4111330000,4700000000,3431250000,584.66,39.7
6228,2024/12,25491000000,12469000000,11908000000,8343000000,2750000000,4344000000,949.82,48.9
6229,2025/03,13163811000,10312567000,9707235000,7405893000,100000000,481351000,2272.42,78.3
6230,2025/03,24366890000,14689176000,13699608000,12810801000,1610000000,873859000,3102.14,58.3
6231,2025/03,22189560000,11763903000,11732135000,10855164000,315000000,3723346000,3301.49,53
6232,2025/12,5665019000,1755918000,1647569000,-2124108000,-,1440000000,91.28,29.1
6233,2025/09,9779325000,3066309000,2984678000,1958936000,1780000000,1765210000,590.88,31.4
6235,2025/12,86146398000,57606618000,46276724000,44449525000,400000000,-,1439.48,66.6
6236,2024/03,18361570000,8126939000,7690786000,4061120000,1000000000,2010761000,1862.87,44.3
6237,2025/03,54150817000,38109972000,33245670000,31790257000,1087960000,857500000,1713.11,70
6238,2025/03,28110476000,22424034000,22402918000,21098548000,-,-,846.87,79.8
6239,2025/06,10023654000,7507777000,6967276000,4842750000,156115000,40612000,1076.21,74.9
6240,2025/03,26642506000,22619539000,21887843000,9063419000,-,-,318.57,84.9
6245,2025/03,61693290000,38240540000,35943857000,33011988000,6000000000,329136000,2528.43,62
6246,2025/03,32618946000,19631592000,17668123000,15526556000,-,1333334000,1708.48,60.2
6247,2025/03,82697000000,60019000000,52635000000,44369000000,-,1000000000,2188.2,72.1
6248,2025/03,3626021000,2918999000,2918999000,2687984000,-,-,1573.48,80.5
6249,2025/03,67014000000,58600000000,58577000000,48449000000,-,-,4178.85,87.4
6250,2025/12,169475000000,119965000000,97996000000,84783000000,4987000000,9300000000,2932.52,70.8
6254,2025/03,116783140000,37013936000,34929766000,29736483000,52158200000,-,963.39,31.2
6255,2025/08,12911537000,10835614000,10700492000,5396677000,-,-,501.05,83.9
6257,2025/03,53170000000,46778000000,41440000000,37592000000,-,-,2237.36,88
6258,2025/03,130278558000,68839271000,58060578000,44518866000,8946206000,11836458000,2242.92,52.7
6262,2025/03,46391590000,33637431000,24113954000,18874908000,2350000000,3671240000,1309.02,70
6264,2025/08,25423446000,8151519000,8088263000,5394856000,150000000,12000500000,321.88,32.1
6265,2025/12,6404519000,6040811000,5741163000,4172412000,-,-,3943.59,93.6
6266,2025/12,46893210000,27037398000,25390763000,19140774000,3265446000,4645009000,1834.03,56.6
6267,2025/07,10971903000,7474706000,7395436000,6930788000,-,13412000,4245.67,68.1
6268,2025/12,463991000000,288834000000,271932000000,217946000000,34946000000,10039000000,2320.55,58.6
6269,2025/12,745485000000,-,227408000000,-,-,-,3327.56,30.5
6272,2025/03,49242402000,38715134000,36956343000,23144905000,660730000,737414000,1436.84,78.5
6273,2025/03,2100767000000,1928306000000,1724298000000,1808633000000,5041000000,-,30255.22,91.8
6276,2025/12,2576031000,1784587000,1542444000,-152378000,200000000,50020000,367.31,66.2
6277,2025/09,102734000000,67219000000,58654000000,44726000000,-,1127000000,4589.65,65.4
6278,2025/12,88202000000,79998000000,69870000000,69595000000,-,-,4593.95,90.7
6279,2026/02,-,-,-,-,-,-,1508.68,-
6282,2025/03,93361000000,76844000000,68128000000,57672000000,-,-,2590.68,81.6
6284,2025/09,78386000000,58946000000,57912000000,50855000000,1493000000,4624000000,3928.2,75.1
6286,2025/03,27680375000,15948952000,15027907000,11774354000,2152548000,680275000,2469.2,57.6
6287,2025/03,139757000000,80237000000,68012000000,56461000000,3137000000,11059000000,2357.74,54.8
6289,2025/08,47837000000,40285000000,39762000000,22911000000,505000000,519000000,1523.23,84.2
6291,2025/12,19875831000,14771504000,14752539000,11076860000,580000000,791865000,1478.97,74.3
6292,2025/03,25304366000,13480115000,11654488000,9737454000,3004056000,3006240000,1893.21,52.2
6293,2025/03,86479000000,41896000000,34593000000,25810000000,17166000000,9885000000,2166.58,48.2
6294,2025/03,35994704000,17238918000,16029210000,11739015000,9435492000,2332154000,2140.61,47.9
6297,2025/03,13941359000,5345575000,5417130000,4530320000,1910000000,3035066000,630.36,38.3
6298,2025/03,41086000000,17093000000,16403000000,12108000000,5450000000,4976000000,916.32,41.1
6301,2025/03,5773523000000,-,3173399000000,-,-,-,3438.7,-
6302,2025/12,1320527000000,686223000000,488376000000,444590000000,88882000000,72364000000,5671.98,51.6
6305,2025/03,1791006000000,857952000000,809337000000,580257000000,326693000000,211165000000,3805,45.2
