CF

コード,年度,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン
4245,2025/12,1925000000,-2922000000,527000000,-2003000000,7569000000,3.98
4246,2025/03,16783000000,-7582000000,-18348000000,-9057000000,23999000000,9.96
4247,2025/03,483074000,-386141000,101203000,-459000000,1025602000,14.3
4248,2025/12,692899000,-1462368000,-991441000,-1191000000,4277515000,4.78
4249,2025/03,9348000000,-3751000000,-6407000000,-7280000000,19088000000,6.4
4250,2025/11,159165000,-8019000,-178381000,-15446000,394565000,9.44
4251,2025/12,3549179000,-3031883000,-2720189000,-2442000000,7538333000,17.34
4255,2025/12,549972000,-101996000,-4297000,-104308000,2024909000,11.38
4256,2025/03,417462000,-141544000,-210854000,-149204000,2071316000,18.63
4258,2025/12,1301692000,-85725000,-233599000,-42076000,4549867000,21.93
4259,2025/03,621000000,-880000000,-221000000,-994000000,3008000000,6.33
4260,2025/09,11724000,-540208000,92683000,-12319000,916620000,0.39
4261,2025/12,72409000,-85914000,-44947000,-53574000,1462028000,1.47
4262,2025/03,955796000,-1526347000,-192882000,-161430000,4182019000,19.35
4263,2025/06,-432477000,-19970000,3665000,-24847000,4398137000,-93.41
4264,2025/12,220003000,-267279000,1078140000,-104957000,2226823000,3.22
4265,2025/03,-225078000,-83946000,-1022000,-15258000,321597000,-37.33
4267,2025/01,768094000,-300398000,-261088000,-254446000,1187610000,21.73
4268,2024/04,32623000,-18800000,-5766000,-4943000,654964000,1.14
4270,2026/02,-,-,-,-,-,2.79
4272,2025/03,25530000000,-27313000000,-4756000000,-26600000000,57926000000,11.47
4274,2025/03,-33501000,-101333000,-59334000,-133000000,725351000,-1.64
4275,2025/03,4696000000,-991000000,-1699000000,-3376000000,4768000000,12.72
4284,2025/12,1880391000,-436450000,-961757000,-387918000,5207496000,10.83
4286,2025/12,905503000,-530722000,-757468000,-607000000,4376712000,2.32
4287,2026/01,-,-,-,-,-,27.41
4288,2025/03,-161769000,-151800000,199928000,-137000000,663993000,-5.44
428A,2025/08,1310050000,-491326000,-484434000,-447634000,893759000,11.61
4290,2025/03,7840754000,-3869658000,-3196532000,-3918807000,23396986000,12.31
4293,2025/12,3373998000,-3099323000,-6044225000,-180770000,17944740000,11.13
4295,2024/03,-288155000,-324761000,-602805000,-150116000,9758276000,-2.1
4298,2025/03,-,-,-,-,-,5.26
4299,2025/03,766000000,-32000000,-510000000,-,8319000000,4.24
429A,2025/03,26227000000,-32885000000,-28536000000,-30757000000,27715000000,22.23
4301,2025/03,433000000,-611000000,-2059000000,-2426000000,27466000000,0.64
4304,2025/03,136184000,2264820000,-2054070000,-328831000,4641845000,1.21
4307,2025/03,130196000000,-47590000000,-87314000000,-48929000000,168597000000,17.02
4308,2025/03,2089136000,-617285000,-500156000,-626193000,7832699000,17.7
4310,2025/03,1230000000,346000000,-2270000000,-7000000,5539000000,19.89
4314,2024/12,-42000000,-8000000,-,-11000000,402000000,-17.8
4316,2025/03,-250376000,-12935000,-14285000,-7830000,155112000,-16.76
4317,2026/02,-,-,-,-,-,17.45
4318,2025/03,4158687000,-224374000,-1965660000,-748217000,15007188000,12.8
4319,2025/03,1387705000,-711264000,-449901000,-192827000,5970565000,7.23
431A,2025/12,-,-,-,-,-,23.79
4320,2025/09,986057000,393627000,-146619000,-687063000,5032751000,6.23
4323,2025/03,1757556000,-1976668000,-599345000,-329130000,6742894000,5.99
4324,2025/12,-,-,-,-,-,8.22
4326,2025/06,6429839000,910794000,-2734274000,-1294872000,16492126000,9.81
4331,2025/12,1195000000,-3042000000,-634000000,-1609000000,6327000000,3.35
4333,2025/03,1361035000,-23312000,-1918621000,-23051000,9156161000,7.85
4334,2026/01,-,-,-,-,-,3.38
4335,2025/06,538811000,-250919000,-88240000,-4000000,1226984000,14.43
4337,2025/03,15336000000,-1932000000,-1022000000,-2415000000,46301000000,33.81
4341,2025/03,241000000,-153000000,-241000000,-135000000,905000000,1.25
4343,2026/02,-,-,-,-,-,12.43
4344,2025/12,426253000,-940720000,-645066000,-891000000,4761506000,4.6
4345,2025/03,2842000000,-2447000000,-2816000000,-1032000000,4529000000,24.04
4346,2025/09,1740000000,282000000,373000000,-123000000,8447000000,6.12
4347,2025/03,710588000,-30803000,-882391000,-123669000,5621071000,4.57
4348,2024/03,9184000000,-3970000000,-2940000000,-1601000000,37888000000,10.87
4349,2024/03,366209000,-92955000,-236307000,-68000000,1086382000,13.71
4350,2025/03,4459000000,-3726000000,-544000000,-3944000000,8431000000,3.64
4351,2025/12,1406928000,103217000,-938856000,-21595000,1379506000,61.69
4356,2025/12,1363024000,-40235000,-170818000,-39313000,5078191000,18.29
4360,2025/03,108000000,-489000000,-126000000,-447000000,2767000000,1.16
4361,2025/11,829948000,-738671000,359977000,-698350000,1212523000,9.42
4362,2025/03,4087848000,-1768000000,-602161000,-2458000000,12638852000,11.46
4365,2025/03,7767000000,-9055000000,-1242000000,-581000000,32832000000,18.01
4366,2025/03,2746000000,-1194000000,-1029000000,-657000000,2775000000,14.73
4367,2025/03,4756908000,-1663038000,-3331683000,-819000000,324825000,23.76
4368,2025/03,22701537000,-20538228000,-2409233000,-17495621000,29237390000,32.66
4369,2026/01,-,-,-,-,-,15.89
436A,2025/04,1129876000,-74890000,-449670000,-166622000,923689000,36.14
4370,2025/08,270208000,-615928000,31882000,-454934000,1039144000,14.57
4371,2025/12,1835427000,-281443000,-1303328000,-131612000,2314983000,8.79
4372,2025/12,502169000,-191714000,-269828000,-191814000,2581086000,16.44
4373,2025/03,9746000000,534000000,-10570000000,-883000000,13438000000,20.56
4374,2025/12,3825730000,-1652834000,-333119000,-47268000,5723604000,117.48
4375,2025/12,-,-,-,-,-,0.65
4376,2025/09,908000000,-839000000,-145000000,-205000000,7404000000,6.44
4377,2025/12,-,-,-,-,-,30.11
4378,2025/10,-141195000,-40177000,-323282000,-49719000,847798000,-7.74
4379,2025/12,549070000,-465427000,24577000,-243886000,1664657000,16.22
4380,2026/01,-,-,-,-,-,33.37
4381,2025/03,48092000,-291799000,79553000,-317723000,68058000,6.81
4382,2025/04,219035000,-479275000,664630000,-419272000,3145823000,3.69
4384,2025/07,4992000000,-2184000000,-4258000000,-2161000000,15547000000,8.06
4385,2025/06,-11949000000,-31364000000,504000000,-7406000000,147028000000,-6.2
4386,2025/03,526352000,-567039000,478304000,-78891000,2207245000,6
4387,2025/03,-737648000,-564027000,2077555000,-36164000,2653996000,-24.64
4388,2025/03,101734000,-245079000,-382066000,-41884000,1588951000,6.85
4389,2025/03,1277412000,-355712000,-122192000,-335498000,2669966000,38.48
438A,2025/03,-336453000,-283221000,829059000,-274035000,1615931000,-4.69
4390,2025/03,704000000,-2542000000,1380000000,-4086000000,3918000000,4.61
4391,2025/06,437196000,-217266000,-50273000,-224109000,1707231000,20.08
4392,2025/12,507000000,-78000000,-1114000000,-638000000,1889000000,3.81
4393,2025/09,2867000000,123000000,-188000000,-29000000,5212000000,23.18
4394,2025/11,252316000,-45070000,-55789000,-45143000,1440766000,18.19
4395,2025/12,-498720000,-579048000,925222000,-250362000,1317098000,-5.67
4396,2025/06,2376857000,-792602000,-4834000,-201019000,5119546000,8.82
4397,2025/08,442961000,-21929000,-34018000,0,2942807000,9
4398,2025/06,102082000,-298349000,-275222000,-100865000,1426410000,1.67
4401,2025/03,46235000000,-12553000000,-22288000000,-18683000000,107768000000,11.36
4403,2025/03,28975000000,-13749000000,-22015000000,-18381000000,82706000000,12.16
4404,2025/12,2346000000,5310000000,-5217000000,-5067000000,9673000000,3.94
4406,2025/03,-224000000,-174000000,-513000000,-640000000,2780000000,-0.68
4409,2025/03,3296000000,-2550000000,-1861000000,-2394000000,5704000000,6.15
440A,2024/10,2601547000,-907394000,-1598093000,-122000000,1488610000,24.84
4410,2025/03,6145000000,-4980000000,-3669000000,-6184000000,4645000000,6.08
4412,2025/08,290705000,-26883000,753104000,-16857000,1574273000,17.57
4413,2026/02,-,-,-,-,-,16.49
4414,2025/03,895213000,-288048000,-54130000,-87526000,2128101000,11.26
4415,2025/12,-,-,-,-,-,-34.05
4416,2025/03,37153000,-104905000,-10220000,-86153000,859557000,2.39
4417,2025/03,1018887000,-411367000,-457415000,-281612000,1379536000,11.58
4418,2025/06,893477000,-114435000,-299589000,-10115000,2777238000,3.88
4419,2025/03,-945209000,-489842000,1038697000,-384526000,4367150000,-12.27
441A,2025/04,1025879000,-420515000,-310000000,-400359000,2596507000,26.14
4420,2025/12,229135000,-108592000,-111632000,-46535000,3191517000,1.89
4421,2025/09,299039000,-217364000,-130635000,-142000000,1023623000,4.14
4422,2025/07,-114534000,-1424000,2237000,-1424000,708887000,-16.58
4424,2025/09,-451529000,-16390000,-,-1125000,460589000,-15.88
4425,2025/03,-815067000,-161796000,1850764000,-,2593858000,-157.49
4427,2025/09,98987000,-321755000,-119572000,-249086000,1236914000,1.59
4428,2025/12,389107000,-103158000,-100128000,-103157000,800070000,19.07
4429,2026/02,-,-,-,-,-,6.4
442A,2025/10,-137121000,-17646000,340054000,-14365000,398734000,-3.78
4430,2025/05,751251000,-248356000,-3529000,-8193000,2198681000,7.03
4431,2025/04,2465381000,-1919542000,82215000,-992453000,5912615000,22.28
4432,2026/02,-,-,-,-,-,23.26
4433,2025/08,3406000000,-3600000000,-2033000000,-2383000000,11681000000,5.36
4434,2026/02,-,-,-,-,-,1.91
4435,2025/03,1097000000,-66000000,-178000000,-46000000,5542000000,11.53
4436,2025/03,-655990000,-1196139000,346994000,-1383877000,542610000,-6.22
4437,2025/03,638290000,-146805000,-2566000,-335298000,1567787000,7.25
4438,2025/12,-329486000,-105562000,406048000,-101234000,711426000,-51.83
4439,2025/08,2417808000,-367822000,-808778000,-143531000,7564611000,8.32
4440,2025/08,571372000,85388000,-79717000,-94590000,2149108000,11.76
4441,2025/10,1752043000,-1383522000,-549300000,-134319000,3034879000,62.45
4442,2025/03,603226000,-865662000,439156000,-169593000,1916852000,5.59
4443,2025/05,9651000000,-2550000000,-654000000,-3149000000,31172000000,22.34
4444,2025/03,220453000,-426589000,292183000,-227147000,585264000,10.96
4445,2025/09,452261000,80399000,-492949000,-10763000,1910712000,12.59
4446,2025/07,222561000,-112808000,-362034000,-318930000,1654662000,4.6
4447,2025/09,190940000,-326714000,-393122000,-14994000,476744000,7.25
4448,2025/12,937856000,-585824000,-156689000,-524099000,3105235000,9.84
4449,2025/12,11089000000,-1685000000,-3439000000,-429000000,16933000000,78.37
4450,2025/12,1080761000,-289596000,-266707000,-23511000,2056363000,13.34
4452,2025/12,199680000000,-69767000000,-175134000000,-101038000000,323282000000,11.82
4461,2025/03,7528000000,-2138000000,-5045000000,-2147000000,16556000000,10.28
4462,2025/03,3591421000,182800000,-3678897000,-735000000,5757440000,15.2
4463,2025/12,5542000000,-11539000000,7384000000,-12139000000,10402000000,9.95
4464,2025/03,4246828000,-2260698000,-1224917000,-1467000000,22008650000,14.28
4465,2025/05,1044134000,-419744000,-945810000,-450000000,6490320000,4.4
446A,2026/01,-,-,-,-,-,16.37
4471,2025/03,13925000000,-5079000000,-11895000000,-6663000000,24010000000,9.79
4475,2025/09,2725676000,-1334367000,-416779000,-78000000,7319041000,24.95
4476,2025/12,150978000,-319397000,420579000,-344494000,1815691000,3.64
4477,2025/12,3283000000,-3074000000,-1073000000,-29000000,24865000000,15.84
4478,2025/06,3661980000,-4601221000,4977930000,-3916130000,35789632000,11.01
4479,2025/09,985077000,-81420000,4498000,-152385000,5969707000,21.52
4480,2025/12,3486000000,-7128000000,-6776000000,-499000000,8575000000,9.48
4481,2025/12,4462890000,52993000,-3217788000,-3000000,12940009000,20.48
4482,2025/12,1383439000,-408601000,-728731000,-425673000,3131568000,22.86
4483,2025/03,14685000000,-3467000000,6484000000,-4213000000,32176000000,35.2
4484,2025/03,-37504000,-50930000,-68740000,-,1767036000,-0.82
4485,2024/03,7731000000,-89507000000,87973000000,-89843895000,29850000000,67.12
4486,2025/12,679981000,-258291000,-213983000,-36379000,2275639000,19.35
4487,2025/12,15309000,-256077000,485878000,-136982000,1156442000,0.6
4488,2025/03,778477000,-200963000,-53935000,-129531000,5093629000,17.69
4489,2024/03,-,-,-,-,-,24.76
4490,2026/02,-,-,-,-,-,12.95
4491,2025/03,482558000,-10644000,-81559000,-9947000,3303448000,6.11
4492,2025/03,451419000,-388726000,655916000,-226255000,1886692000,5.56
4493,2025/12,1004149000,-426423000,1707810000,-72355000,3983645000,19.75
4494,2026/02,-,-,-,-,-,21.64
4495,2025/06,1014907000,-36305000,-564761000,-238579000,2224033000,27.07
4496,2025/03,532776000,-182388000,-213372000,-207342000,1864160000,14.43
4498,2025/03,1993324000,-870838000,-429585000,-643928000,5560958000,26.78
4499,2025/09,-751744000,-151798000,5310201000,-111826000,9395236000,-4.57
4502,2025/03,1057182000000,-367060000000,-751425000000,-2252000000,385113000000,23.07
4503,2025/03,194512000000,-89419000000,-261367000000,-47800000000,188372000000,10.17
4506,2025/03,16500000000,99754000000,-108836000000,-12100000000,23116000000,4.14
4507,2025/03,195460000000,-116080000000,-64908000000,-12285000000,374795000000,44.6
4512,2025/03,-592454000,-13498000,-103935000,-576000000,2954759000,-7.61
4516,2025/03,36126000000,-28877000000,-9902000000,-31027000000,55241000000,22.55
4519,2025/12,386280000000,-201273000000,-307886000000,-63400000000,426602000000,30.71
4521,2025/03,29780000000,-19650000000,-5369000000,-3418000000,70085000000,31.67
4523,2025/03,30117000000,-10097000000,-57809000000,-17601000000,265561000000,3.82
4524,2025/03,669000000,-701000000,880000000,-635000000,1940000000,5.24
4526,2025/03,7892000000,353000000,-9965000000,-5169000000,18835000000,8.26
4527,2025/03,36917000000,-89170000000,35319000000,-13459000000,73221000000,11.96
4528,2025/03,82459000000,-136785000000,94299000000,-8061000000,204567000000,16.94
4530,2026/02,-,-,-,-,-,10.72
4531,2025/03,2143000000,-3248000000,1496000000,-3201000000,973000000,14.17
4534,2025/03,9354000000,17355000000,-2865000000,-1609000000,48151000000,8.9
4536,2025/03,60928000000,-8223000000,-53307000000,-7500000000,92997000000,20.31
4538,2025/03,-3305000000,-3168000000,7618000000,-871000000,6264000000,-5.46
4539,2025/03,-265000000,-1655000000,-305000000,-3003000000,7021000000,-0.81
4540,2025/03,33823000000,-24974000000,-19871000000,-28650000000,73135000000,18.68
4543,2025/03,210802000000,-82481000000,-108766000000,-82500000000,221872000000,20.34
4544,2025/03,21964000000,-15958000000,-5298000000,-11515000000,40884000000,9.04
4547,2025/03,6521000000,4952000000,-9325000000,-4705000000,48158000000,7.38
4548,2025/03,4429000000,-3540000000,-1571000000,-4333000000,18322000000,11.25
4549,2025/03,6033000000,-4499000000,-4857000000,-7699000000,7640000000,14.88
4551,2024/12,3639000000,-3571000000,-3944000000,-964000000,30805000000,6.02
4552,2025/03,-5486000000,-9874000000,9736000000,-8035000000,13196000000,-16.59
4553,2025/03,23401000000,-31287000000,21567000000,-33391000000,45460000000,9.01
4554,2025/09,5801000000,-4219000000,954000000,-2392000000,7245000000,11.23
4556,2025/03,704782000,-71304000,-411037000,-79074000,3056322000,13.28
4558,2025/03,31708000,53355000,42967000,-42000000,1077466000,0.5
4559,2025/03,12922046000,-1050885000,-7756699000,-1393000000,23467676000,14.8
4563,2025/12,-5750366000,18814000,5902042000,-14322000,1796068000,-657.85
4564,2025/03,-815021000,-279000,1121527000,-279000,833883000,-108.66
4565,2025/12,-2668000000,5430000000,-16028000000,-1288000000,20365000000,-9.01
4566,2025/03,-94837000,-33421000,-380000,-21906000,2515254000,-154.36
4568,2025/03,53842000000,334170000000,-377769000000,-113823000000,639838000000,2.85
4569,2025/03,3506000000,-6323000000,3952000000,-6153000000,15021000000,2.7
456A,2026/01,-,-,-,-,-,21.89
4570,2025/03,183495000,-53660000,-31755000,-70259000,770563000,18.93
4571,2025/03,-401617000,587528000,-568775000,-1070000,1197201000,-370.1
4572,2025/12,-2159363000,-25009000,604711000,-10233000,516789000,-372.91
4574,2025/12,814000000,142000000,-1227000000,-339000000,4256000000,12.72
4575,2025/06,-771454000,122000,1748929000,-,2827879000,-
4576,2025/12,-493794000,-2447000,1080014000,-2745000,1709790000,-127.39
4577,2025/05,5897000000,-7365000000,1002000000,-4544000000,2207000000,11.64
4578,2025/12,403579000000,-161585000000,-137344000000,-292287000000,534645000000,16.35
4579,2025/12,-354426000,124321000,378064000,-106000000,3244274000,-8.91
4582,2025/12,-4575568000,-75916000,3621610000,-82173000,2883503000,-349.91
4583,2025/12,-935988000,-55463000,133198000,-40080000,1205026000,-157.76
4584,2025/03,936707000,65077000,-240061000,-6444000,2995435000,18.43
4586,2025/12,-888109000,-82752000,745093000,-82752000,1754669000,-693.38
4587,2025/12,-13276876000,-2053999000,-4057705000,-3428462000,28682933000,-71.68
4588,2025/12,-1940866000,-7583000,3221897000,-3014000,3429561000,-6799.08
4591,2025/03,-996966000,67178000,667263000,-3000000,1837123000,-47316.85
4592,2025/01,-3603106000,-4267000,2091005000,-4000000,2853132000,-
4593,2025/12,-3165000000,-1114000000,6335000000,-187000000,5679000000,-3043.27
4594,2025/03,-1250359000,-1370000,1004840000,-1370000,810470000,-110358.25
4595,2025/12,1956000000,-7284000000,-2077000000,-283000000,2259000000,17.37
4596,2025/12,-583000000,-3652000,1065666000,-30934000,1918615000,-2732.6
4597,2025/12,-847000000,-81000000,1425000000,0,1387000000,-197.44
4598,2025/03,-1834577000,-206000,756696000,-116000,338829000,-
4599,2025/07,-1414608000,-42498000,41250000,-44175000,6994592000,-
460A,2025/10,246530000,-138148000,-38878000,-60385000,786171000,11.61
4611,2025/03,3570000000,-364000000,-75000000,-5100000000,11469000000,4.92
4612,2025/12,187526000000,-321988000000,254732000000,-62954000000,424337000000,10.57
4613,2025/03,34966000000,-39200000000,-8006000000,-26037000000,63147000000,5.94
4615,2025/03,-30000000,-362000000,-367000000,-499000000,2690000000,-0.14
4616,2025/11,283925000,-277386000,-33011000,-232000000,1889166000,4.79
4617,2025/03,14539000000,-103000000,-12480000000,-2169000000,32174000000,11.09
4619,2025/03,3119000000,-1237000000,-2037000000,-1094000000,16024000000,4.72
4620,2025/03,3275064000,-1526411000,-1917731000,-1659000000,12441029000,5.9
4623,2025/03,966597000,-1207498000,-332067000,-1428928000,3332649000,5.64
4624,2025/03,486440000,-330740000,-109492000,-238000000,3472339000,5.96
4625,2025/03,1020817000,-652577000,-131638000,-744000000,2831524000,8.27
4626,2025/03,23713000000,-8307000000,-29216000000,-5669000000,44052000000,19.93
